titulo,año,duracion,pais,directores,guionistas,musicos,fotografos,actores,productores,generos,nota,votos,votacion
Stranger Things 2 (Serie de TV),2017,60 min.,Estados Unidos,"['Matt Duffer', 'Ross Duffer', 'The Duffer Brothers', 'Shawn Levy', 'Andrew Stanton', 'Rebecca Thomas']","['The Duffer Brothers', 'Justin Doble', 'Jessie Nickson-Lopez', 'Kate Trefey']","['Kyle Dixon', 'Michael Stein']",['Tim Ives'],"['Winona Ryder', 'David Harbour', 'Millie Bobby Brown', 'Gaten Matarazzo', 'Finn Wolfhard', 'Caleb McLaughlin', 'Noah Schnapp', 'Charlie Heaton', 'Sadie Sink', 'Natalia Dyer', 'Matthew Modine', 'Dacre Montgomery', 'Sean Astin', 'Paul Reiser', 'Linnea Berthelsen', 'Brett Gelman', 'Will Chase', 'Maya Hawke', 'Mark Steger', 'Aimee Mullins', 'Joe Keery']","['Netflix', '21 Laps Entertainment']","['Serie de TV', 'Thriller', 'Terror', 'Fantástico', 'Drama', 'Sobrenatural', 'Años 80', 'Secuela']",7.4,32696.0,9
El infinito ,2017,111 min.,Estados Unidos,"['Justin Benson', 'Aaron Moorhead']",['Justin Benson'],['Jimmy Lavalle'],['Aaron Moorhead'],"['Aaron Moorhead', 'Justin Benson', 'Tate Ellington', 'Callie Hernandez', 'James Jordan', 'Lew Temple']","['Snowfort Pictures', 'Pfaff & Pfaff Productions', 'LDP']","['Terror', 'Ciencia ficción', 'Thriller', 'Bucles temporales', 'Sectas', 'Cine independiente USA']",5.6,5726.0,9
Happiness (C),2017,5 min.,Reino Unido,['Steve Cutts'],['Steve Cutts'],"['Georges Bizet', 'Edvard Grieg']","['Steve Cutts', 'YouTube']",[],"['Steve Cutts', 'YouTube']","['Animación', 'Drama', 'Sátira', 'Animación para adultos', 'Roedores', 'Cortometraje (animación)']",7.2,1535.0,9
Déjame salir ,2017,103 min.,Estados Unidos,['Jordan Peele'],['Jordan Peele'],['Michael Abels'],['Toby Oliver'],"['Daniel Kaluuya', 'Allison Williams', 'Catherine Keener', 'Bradley Whitford', 'Betty Gabriel', 'Caleb Landry Jones', 'Lyle Brocato', 'Ashley LeConte Campbell', 'Marcus Henderson', 'Lil Rel Howery', 'Jeronimo Spinx', 'Rutherford Cravens', 'Lakeith Stanfield']","['Blumhouse Productions', 'QC Entertainment']","['Intriga', 'Terror', 'Thriller', 'Thriller psicológico', 'Comedia negra', 'Racismo', 'Familia']",6.8,46362.0,9
Coco ,2017,109 min.,Estados Unidos,"['Lee Unkrich', 'Adrián Molina']","['Adrián Molina', 'Matthew Aldrich', 'Lee Unkrich', 'Jason Katz', 'Matthew Aldrich', 'Adrián Molina']",['Michael Giacchino'],"['Matt Aspbury', 'Danielle Feinberg']",[],"['Pixar Animation Studios', 'Walt Disney Pictures']","['Animación', 'Fantástico', 'Comedia', 'Drama', 'Pixar', 'Familia', 'Música', 'Cine familiar']",8.0,52789.0,9
Stranger Things (Serie de TV),2016,50 min.,Estados Unidos,"['Matt Duffer', 'Ross Duffer', 'The Duffer Brothers', 'Shawn Levy', 'Andrew Stanton', 'Rebecca Thomas']","['Matt Duffer', 'Ross Duffer', 'The Duffer Brothers', 'Jessica Mecklenburg', 'Justin Doble', 'Alison Tatlock', 'Jessie Nickson-Lopez']","['Kyle Dixon', 'Michael Stein']","['Tim Ives', 'Tod Campbell']","['Winona Ryder', 'David Harbour', 'Matthew Modine', 'Finn Wolfhard', 'Millie Bobby Brown', 'Gaten Matarazzo', 'Caleb McLaughlin', 'Natalia Dyer', 'Charlie Heaton', 'Noah Schnapp', 'Cara Buono', 'Joe Keery', 'Shannon Purser', 'Rob Morgan', 'John Reynolds', 'Joe Chrest', 'Ross Partridge', 'Mark Steger']","['Netflix', '21 Laps Entertainment', 'Netflix']","['Serie de TV', 'Thriller', 'Terror', 'Fantástico', 'Drama', 'Sobrenatural', 'Secuestros / Desapariciones', 'Años 80', 'Monstruos']",7.8,62495.0,9
World of Tomorrow (C),2015,16 min.,Estados Unidos,['Don Hertzfeldt'],['Don Hertzfeldt'],['Don Hertzfeldt'],['Don Hertzfeldt'],[],['Bitter Films'],"['Animación', 'Ciencia ficción', 'Comedia', 'Fantástico', 'Viajes en el tiempo', 'Cortometraje (animación)']",7.2,1441.0,9
Ex Machina ,2014,108 min.,Reino Unido,['Alex Garland'],['Alex Garland'],"['Geoff Barrow', 'Ben Salisbury']",['Rob Hardy'],"['Domhnall Gleeson', 'Alicia Vikander', 'Oscar Isaac', 'Sonoya Mizuno', 'Corey Johnson', 'Chelsea Li', 'Tiffany Pisani']","['DNA Films', 'Film4 Productions', 'Universal Pictures']","['Ciencia ficción', 'Thriller', 'Drama', 'Robots', 'Thriller psicológico', 'Inteligencia artificial']",7.1,52678.0,9
Interstellar ,2014,169 min.,Estados Unidos,['Christopher Nolan'],"['Jonathan Nolan', 'Christopher Nolan', 'Kip Thorne']",['Hans Zimmer'],['Hoyte van Hoytema'],"['Matthew McConaughey', 'Anne Hathaway', 'David Gyasi', 'Jessica Chastain', 'Mackenzie Foy', 'Matt Damon', 'Michael Caine', 'John Lithgow', 'Casey Affleck', 'Timothée Chalamet', 'Wes Bentley', 'Ellen Burstyn', 'Topher Grace', 'David Oyelowo', 'Collette Wolfe', 'Leah Cairns', 'Elyes Gabel']","['Warner Bros.', 'Syncopy Production', 'Paramount Pictures', 'Legendary Pictures', 'Lynda Obst Productions']","['Ciencia ficción', 'Drama', 'Aventuras', 'Aventura espacial', 'Futuro postapocalíptico', 'Viajes en el tiempo', 'Robots']",7.9,101097.0,9
It Follows ,2014,100 min.,Estados Unidos,['David Robert Mitchell'],['David Robert Mitchell'],['Rich Vreeland'],['Mike Gioulakis'],"['Maika Monroe', 'Keir Gilchrist', 'Daniel Zovatto', 'Jake Weary', 'Olivia Luccardi', 'Lili Sepe', 'Linda Boston', 'Caitlin Burt', 'Ruby Harris', 'Christopher Hohman', 'Bailey Spry', 'Rich Vreeland', 'Mike Lanier']","['Northern Lights Films', 'Animal Kingdom', 'Two Flints']","['Terror', 'Sobrenatural', 'Adolescencia']",6.3,25499.0,9
La gran belleza ,2013,142 min.,Italia,['Paolo Sorrentino'],"['Paolo Sorrentino', 'Umberto Contarello']",['Lele Marchitelli'],['Luca Bigazzi'],"['Toni Servillo', 'Carlo Verdone', 'Sabrina Ferilli', 'Serena Grandi', 'Galatea Ranzi', 'Isabella Ferrari', 'Giulia Di Quilio', 'Luca Marinelli', 'Giorgio Pasotti', 'Massimo Popolizio']","['Indigo Film', 'Medusa Produzione', 'Pathé', 'France 2 Cinema', 'Babe Film', 'Canal+', 'Mediaset']","['Comedia', 'Drama', 'Comedia dramática', 'Literatura', 'Vejez / Madurez']",7.4,36800.0,9
Stoker ,2013,98 min.,Estados Unidos,['Park Chan-wook'],['Wentworth Miller'],['Clint Mansell'],['Chung Chung-hoon'],"['Mia Wasikowska', 'Matthew Goode', 'Nicole Kidman', 'Jacki Weaver', 'Dermot Mulroney', 'Lucas Till', 'Ralph Brown', 'Alden Ehrenreich', 'Phyllis Somerville', 'Wendy Keeling', 'Lauren E. Roman', 'Tyler von Tagen', 'Judith Godrèche']","['Fox Searchlight', 'Scott Free Productions']","['Intriga', 'Thriller', 'Thriller psicológico', 'Drama psicológico', 'Familia']",6.6,27159.0,9
Rick y Morty (Serie de TV),2013,22 min.,Estados Unidos,"['Dan Harmon', 'Justin Roiland', 'Pete Michels', 'Bryan Newton', 'John Rice', 'Stephen Sandoval', 'Wesley Archer', 'Juan Jose Meza-Leon', 'Dominic Polcino', 'Jeff Myers', 'Justin Roiland']","['Dan Harmon', 'Justin Roiland', 'Tom Kauffman', 'Eric Acosta', 'Wade Randolph', 'Ryan Ridley', 'Mike McMahan']","['Ryan Elder', 'Jason Nesmith']","['Starburns Industries', 'Green Portal Productions', 'Harmonius Claptrap', ""Justin Roiland's Solo Vanity Card Productions"", 'Williams Street', 'Adult Swim']",[],"['Starburns Industries', 'Green Portal Productions', 'Harmonius Claptrap', ""Justin Roiland's Solo Vanity Card Productions"", 'Williams Street', 'Adult Swim']","['Serie de TV', 'Animación', 'Ciencia ficción', 'Comedia', 'Parodia', 'Surrealismo', 'Animación para adultos', 'Comedia negra']",8.3,30732.0,9
Her ,2013,126 min.,Estados Unidos,['Spike Jonze'],['Spike Jonze'],"['Arcade Fire', 'Owen Pallett']",['Hoyte van Hoytema'],"['Joaquin Phoenix', 'Amy Adams', 'Rooney Mara', 'Olivia Wilde', 'Chris Pratt', 'Portia Doubleday', 'Matt Letscher', 'Brian Johnson', 'Pramod Kumar', 'Steve Zissis', 'Luka Jones', 'Claudia Choi', 'Lisa Cohen', 'Laura Kai Chen', 'Scarlett Johansson']","['Annapurna Pictures', 'Stage 6 Films', 'Warner Bros.']","['Ciencia ficción', 'Romance', 'Drama', 'Drama romántico', 'Comedia dramática', 'Internet / Informática', 'Inteligencia artificial']",7.5,77359.0,9
El cuento de la princesa Kaguya ,2013,137 min.,Japón,['Isao Takahata'],"['Isao Takahata', 'Riko Sakaguchi']",['Joe Hisaishi'],['Studio Ghibli'],[],['Studio Ghibli'],"['Animación', 'Fantástico', 'Drama', 'Cuentos', 'Siglo IX']",7.6,9035.0,9
Coherence ,2013,89 min.,Estados Unidos,['James Ward Byrkit'],"['James Ward Byrkit', 'Alex Manugian']",['Kristin Øhrn Dyrud'],"['Nic Sadler', 'Arlene Muller']","['Emily Baldoni', 'Maury Sterling', 'Nicholas Brendon', 'Elizabeth Gracen', 'Alex Manugian', 'Lauren Maher', 'Hugo Armstrong', 'Lorene Scafaria']","['Bellanova Films', 'Ugly Duckling Films']","['Intriga', 'Thriller', 'Ciencia ficción', 'Thriller psicológico', 'Cine independiente USA']",7.1,33886.0,9
It's Such a Beautiful Day (C),2011,23 min.,Estados Unidos,['Don Hertzfeldt'],['Don Hertzfeldt'],['Don Hertzfeldt'],['Bitter Films'],[],['Bitter Films'],"['Animación', 'Drama', 'Enfermedad', 'Animación para adultos', 'Cortometraje (animación)', 'Secuela']",7.5,1368.0,9
Shutter Island ,2010,138 min.,Estados Unidos,['Martin Scorsese'],"['Laeta Kalogridis', 'Dennis Lehane']",['Varios'],['Robert Richardson'],"['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley', 'Emily Mortimer', 'Michelle Williams', 'Patricia Clarkson', 'Max von Sydow', 'Jackie Earle Haley', 'Elias Koteas', 'John Carroll Lynch', 'Ted Levine', 'Christopher Denham', 'Robin Bartlett', 'Nellie Sciutto', 'Ruby Jerins', 'Jill Larson', 'Bree Elrod']","['Paramount Pictures', 'Phoenix Pictures', 'Sikelia Productions', 'Appian Way', 'Martin Scorsese']","['Thriller', 'Intriga', 'Thriller psicológico', 'Años 50']",7.6,125011.0,9
Cisne negro ,2010,109 min.,Estados Unidos,['Darren Aronofsky'],"['John McLaughlin', 'Mark Heyman', 'Andres Heinz']",['Clint Mansell'],['Matthew Libatique'],"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Winona Ryder', 'Barbara Hershey', 'Tina Sloan', 'Christopher Gartin', 'Sebastian Stan', 'Benjamin Millepied', 'Ksenia Solo', 'Janet Montgomery', 'Kristina Anapau', 'Mark Margolis', 'Leslie Lyles', 'Marcia Jean Kurtz']","['Fox Searchlight', 'Cross Creek Pictures', 'Protozoa Pictures', 'Phoenix Pictures', 'Dune Entertainment', 'Fox Searchlight']","['Drama', 'Ballet', 'Drama psicológico', 'Thriller psicológico']",7.6,116245.0,9
El evangelio de Backwater (C),2010,10 min.,Dinamarca,['Bo Mathorne'],['Bo Mathorne'],['Sons of Perdition'],['The Animation Workshop'],[],['The Animation Workshop'],"['Animación', 'Fantástico', 'Western', 'Religión', 'Animación para adultos', 'Cortometraje (animación)']",7.0,1424.0,9
Origen ,2010,148 min.,Estados Unidos,['Christopher Nolan'],['Christopher Nolan'],['Hans Zimmer'],['Wally Pfister'],"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Elliot Page', 'Ken Watanabe', 'Marion Cotillard', 'Tom Hardy', 'Cillian Murphy', 'Tom Berenger', 'Michael Caine', 'Dileep Rao', 'Lukas Haas', 'Pete Postlethwaite', 'Talulah Riley', 'Miranda Nolan']","['Warner Bros.', 'Legendary Pictures', 'Syncopy Production', 'Warner Bros.']","['Ciencia ficción', 'Thriller', 'Intriga', 'Acción', 'Thriller futurista', 'Robos & Atracos']",8.0,156576.0,9
Moon ,2009,97 min.,Reino Unido,['Duncan Jones'],"['Duncan Jones', 'Nathan Parker']",['Clint Mansell'],['Gary Shaw'],"['Sam Rockwell', 'Kaya Scodelario', 'Matt Berry', 'Malcolm Stewart', 'Benedict Wong', 'Dominique McElligott', 'Robin Chalk', 'Kevin Spacey']","['Sony Pictures Classics', 'Liberty Films UK']","['Ciencia ficción', 'Intriga', 'Aventura espacial', 'Distopía']",7.1,52864.0,9
Slumdog Millionaire ,2008,123 min.,Reino Unido,"['Danny Boyle', 'Loveleen Tandan']","['Simon Beaufoy', 'Vikas Swarup']",['A.R. Rahman'],['Anthony Dod Mantle'],"['Dev Patel', 'Freida Pinto', 'Madhur Mittal', 'Anil Kapoor', 'Irrfan Khan', 'Saurabh Shukla', 'Mia Drake', 'Rajendranath Zutshi', 'Rubina Ali', 'Ayush Mahesh Khedekar']","['Fox Searchlight', 'Celador Films', 'Film4 Productions', 'Pathé', 'Warner Independent']","['Drama', 'Romance', 'Pobreza', 'Años 90', 'Infancia', 'Amistad']",7.7,136598.0,9
Gran Torino ,2008,119 min.,Estados Unidos,['Clint Eastwood'],"['Nick Schenk', 'Nick Schenk', 'Dave Johannson']","['Kyle Eastwood', 'Michael Stevens']",['Tom Stern'],"['Clint Eastwood', 'Christopher Carley', 'Bee Vang', 'Ahney Her', 'John Carroll Lynch', 'Cory Hardrict', 'Brian Haley', 'Geraldine Hughes', 'Dreama Walker', 'Doua Moua', 'Chee Thao', 'Scott Eastwood', 'Brian Howe']","['Warner Bros.', 'Village Roadshow', 'Malpaso Productions', 'Double Nickel Entertainment']","['Drama', 'Vejez / Madurez', 'Inmigración', 'Racismo', 'Amistad']",8.2,146335.0,9
I Am So Proud of You (C),2008,22 min.,Estados Unidos,['Don Hertzfeldt'],['Don Hertzfeldt'],"['Don Hertzfeldt', 'Jacques Offenbach', 'Richard Strauss', 'Robert Bremner']",['Bitter Films'],[],['Bitter Films'],"['Animación', 'Drama', 'Comedia negra', 'Animación para adultos', 'Secuela', 'Cortometraje (animación)']",7.3,1087.0,9
Ratatouille ,2007,110 min.,Estados Unidos,['Brad Bird'],"['Brad Bird', 'Jan Pinkava', 'Jim Capobianco', 'Brad Bird']",['Michael Giacchino'],"['Robert Anderson', 'Sharon Calahan']",[],"['Pixar Animation Studios', 'Walt Disney Pictures']","['Animación', 'Comedia', 'Infantil', 'Cocina', 'Roedores', 'Pixar', 'Cine familiar']",7.3,99514.0,9
La vida de los otros ,2006,137 min.,Alemania,['Florian Henckel von Donnersmarck'],['Florian Henckel von Donnersmarck'],"['Gabriel Yared', 'Stéphane Moucha']",['Hagen Bogdanski'],"['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch', 'Ulrich Tukur', 'Thomas Thieme', 'Hans-Uwe Bauer', 'Volkmar Kleinert', 'Matthias Brenner', 'Charly Hübner', 'Herbert Knaup', 'Marie Gruber', 'Bastian Trost', 'Thomas Arnold', 'Martin Brambach', 'Paul Faßnacht', 'Werner Daehn', 'Paul Maximilian Schüller', 'Susanna Kraus', 'Hubertus Hartmann', 'Volker Michalowski', 'Ludwig Blochberger', 'Hinnerk Schönemann', 'Michael Gerber', 'Hildegard Schroedter', 'Inga Birkenfeld', 'Gitta Schweighöfer', 'Fabian von Klitzing', 'Kai Ivo Baulitz']","['Wiedemann & Berg Filmproduktion', 'Bayerischer Rundfunk (BR)', 'arte', 'Creado Film']","['Drama', 'Thriller', 'Espionaje', 'Guerra Fría', 'Años 80']",8.0,75445.0,9
Everything Will Be Ok (C),2006,17 min.,Estados Unidos,['Don Hertzfeldt'],['Don Hertzfeldt'],['Don Hertzfeldt'],['Bitter Films'],[],['Bitter Films'],"['Animación', 'Comedia', 'Drama', 'Comedia negra', 'Comedia absurda', 'Surrealismo', 'Animación para adultos', 'Película de culto', 'Cortometraje (animación)']",7.0,2063.0,9
Match Point ,2005,120 min.,Reino Unido,['Woody Allen'],['Woody Allen'],['Varios'],['Remi Adefarasin'],"['Jonathan Rhys Meyers', 'Scarlett Johansson', 'Emily Mortimer', 'Matthew Goode', 'Brian Cox', 'Penelope Wilton', 'Alexander Armstrong', 'Ewen Bremner', 'James Nesbitt', 'John Fortune', 'Rupert Penry-Jones', 'Paul Kaye']","['BBC Film', 'DreamWorks SKG']","['Drama', 'Romance', 'Tenis', 'Drama romántico']",7.7,120694.0,9
¡Olvídate de mí! ,2004,108 min.,Estados Unidos,['Michel Gondry'],"['Charlie Kaufman', 'Michel Gondry', 'Pierre Bismuth']",['Jon Brion'],['Ellen Kuras'],"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Thomas Jay Ryan', 'Gerry Robert Byrne', 'Jane Adams', 'David Cross', 'Ryan Whitney']",['Focus Features'],"['Drama', 'Romance', 'Comedia', 'Ciencia ficción', 'Cine independiente USA', 'Comedia dramática', 'Película de culto']",7.6,104272.0,9
Dogville ,2003,177 min.,Dinamarca,['Lars von Trier'],['Lars von Trier'],['Antonio Vivaldi'],['Anthony Dod Mantle'],"['Nicole Kidman', 'Paul Bettany', 'Lauren Bacall', 'Stellan Skarsgård', 'James Caan', 'Ben Gazzara', 'Harriet Andersson', 'Jean-Marc Barr', 'Patricia Clarkson', 'Jeremy Davies', 'Philip Baker Hall', 'Udo Kier', 'Chloë Sevigny', 'Siobhan Fallon', 'Blair Brown', 'Zeljko Ivanek']",['Zentropa Productions'],"['Drama', 'Thriller', 'Drama psicológico', 'Años 30', 'Vida rural (Norteamérica)', 'Película de culto']",7.5,68434.0,9
Big Fish ,2003,126 min.,Estados Unidos,['Tim Burton'],"['John August', 'Daniel Wallace']",['Danny Elfman'],['Philippe Rousselot'],"['Ewan McGregor', 'Albert Finney', 'Billy Crudup', 'Jessica Lange', 'Alison Lohman', 'Helena Bonham Carter', 'Steve Buscemi', 'Danny DeVito', 'Marion Cotillard', 'Jeff Campbell', 'Missi Pyle', 'Robert Guillaume', 'David Denman', 'Loudon Wainwright', 'Deep Roy', 'Miley Cyrus']","['Columbia Pictures', 'Zanuck Company', 'Jinks-Cohen Company', 'Columbia Pictures']","['Drama', 'Fantástico', 'Aventuras', 'Familia', 'Realismo mágico', 'Años 80']",7.9,130984.0,9
The Wire (Bajo escucha) (Serie de TV),2002,60 min.,Estados Unidos,"['David Simon', 'Joe Chappelle', 'Ernest R. Dickerson', 'Clark Johnson', 'Ed Bianchi', 'Steve Shill', 'Daniel Attias', 'Timothy Van Patten', 'Agnieszka Holland', 'Brad Anderson', 'Clement Virgo', 'Rob Bailey', 'Elodie Keene', 'Christine Moore', 'Alex Zakrzewski', 'Anthony Hemingway', 'Seith Mann', 'Milcho Manchevski', 'Peter Medak', 'Gloria Muzio', 'Robert F. Colesberry', 'Thomas J. Wright', 'Leslie Libman', 'Jim McKay', 'David Platt', 'Joy Kecken', 'Scott Kecken', 'Dominic West']","['David Simon', 'Ed Burns', 'Joy Kecken', 'Rafael Álvarez', 'Chris Collins', 'George Pelecanos', 'Richard Price', 'Dennis Lehane', 'David Mills', 'William F. Zorzi', 'Eric Overmyer']",['Varios'],['Uta Briesewitz'],"['Dominic West', 'Lance Reddick', 'Sonja Sohn', 'Clarke Peters', 'Aidan Gillen', 'Wendell Pierce', 'Andre Royo', 'Idris Elba', 'Michael K. Williams', 'Domenick Lombardozzi', 'Seth Gilliam', 'J.D. Williams', 'Jim True-Frost', 'Wood Harris', 'John Doman', 'Deirdre Lovejoy', 'Delaney Williams', 'Jamie Hector', 'Robert Wisdom', 'Frankie Faison', 'Corey Parker Robinson', 'Chad Coleman', 'Chris Bauer', 'Amy Ryan', 'Isiah Whitlock Jr.', 'Felicia Pearson', 'Robert F. Chew', 'Gbenga Akinnagbe', 'Tristan Wilds', 'Jermaine Crawford', 'Julito McCullum', 'Maestro Harrell', 'Larry Gilliard Jr.', 'Pablo Schreiber', 'James Ransone', 'Anwan Glover', 'Tray Chaney', 'Michael Kostroff', 'Clark Johnson', 'Michael B. Jordan', 'Method Man']",['HBO'],"['Serie de TV', 'Thriller', 'Drama', 'Crimen', 'Policíaco', 'Drogas', 'Política']",8.8,48467.0,9
Ciudad de Dios ,2002,130 min.,Brasil,"['Fernando Meirelles', 'Kátia Lund']","['Braulio Mantovani', 'Paulo Lins']","['Antonio Pinto', 'Ed Cortes']",['César Charlone'],"['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Seu Jorge', 'Jonathan Haagensen', 'Matheus Nachtergaele', 'Jefechander Suplino', 'Alice Braga', 'Emerson Gomes', 'Luis Otávio', 'Babu Santana', 'Gero Camilo']","['O2 Filmes', 'VideoFilmes', 'Globo Filmes', 'Wild Bunch', 'Lumière', 'Studiocanal', 'Hank Levine Film', 'Lereby Produções']","['Drama', 'Basado en hechos reales', 'Adolescencia', 'Pobreza', 'Crimen', 'Años 60', 'Años 70', 'Años 80', 'Drogas', 'Película de culto', 'Bandas/pandillas callejeras']",8.4,127594.0,9
Shrek ,2001,87 min.,Estados Unidos,"['Andrew Adamson', 'Vicky Jenson']","['Ted Elliott', 'Terry Rossio', 'David N. Weiss', 'Roger S.H. Schulman', 'William Steig']","['Harry Gregson-Williams', 'John Powell']","['DreamWorks Animation', 'DreamWorks SKG', 'Pacific Data Images (PDI)']",[],"['DreamWorks Animation', 'DreamWorks SKG', 'Pacific Data Images (PDI)']","['Animación', 'Comedia', 'Fantástico', 'Aventuras', 'Parodia', 'Cuentos', 'Fantasía medieval', 'Dragones']",7.7,155549.0,9
Donnie Darko ,2001,113 min.,Estados Unidos,['Richard Kelly'],['Richard Kelly'],['Michael Andrews'],['Steven Poster'],"['Jake Gyllenhaal', 'Maggie Gyllenhaal', 'Patrick Swayze', 'Jena Malone', 'Mary McDonnell', 'Drew Barrymore', 'Holmes Osborne', 'Noah Wyle', 'Katharine Ross', 'Daveigh Chase', 'James Duval', 'Arthur Taxier', 'Stuart Stone', 'Seth Rogen', 'Ashley Tisdale']","['Flower Films', 'Pandora Cinema', 'Adam Fields Productions', 'Gaylord Films']","['Fantástico', 'Ciencia ficción', 'Intriga', 'Drama psicológico', 'Años 80', 'Película de culto', 'Cine independiente USA']",7.4,80470.0,9
Réquiem por un sueño ,2000,102 min.,Estados Unidos,['Darren Aronofsky'],"['Darren Aronofsky', 'Hubert Selby Jr.', 'Hubert Selby Jr.']",['Clint Mansell'],['Matthew Libatique'],"['Jared Leto', 'Jennifer Connelly', 'Ellen Burstyn', 'Marlon Wayans', 'Christopher McDonald', 'Louise Lasser', 'Marcia Jean Kurtz', 'Janet Sarno', 'Suzanne Shepherd', 'Dylan Baker', 'Keith David', 'Peter Maloney']","['Artisan Entertainment', 'Thousand Words', 'Sibling Productions', 'Protozoa Pictures', 'Industry Entertainment', 'Bandeira Entertainment', 'Truth and Soul Pictures']","['Drama', 'Drogas', 'Prostitución', 'Película de culto', 'Cine independiente USA']",7.8,121368.0,9
Todo sobre mi madre ,1999,105 min.,España,['Pedro Almodóvar'],['Pedro Almodóvar'],['Alberto Iglesias'],['Affonso Beato'],"['Cecilia Roth', 'Marisa Paredes', 'Penélope Cruz', 'Candela Peña', 'Antonia San Juan', 'Rosa María Sardà', 'Fernando Fernán Gómez', 'Fernando Guillén', 'Toni Cantó', 'Eloy Azorín', 'Carlos Lozano', 'Cayetana Guillén Cuervo']","['El Deseo', 'Renn Productions', 'France 2 Cinema']","['Drama', 'Melodrama', 'Teatro', 'Drama social', 'Maternidad']",7.1,76513.0,9
American Beauty ,1999,122 min.,Estados Unidos,['Sam Mendes'],['Alan Ball'],['Thomas Newman'],['Conrad L. Hall'],"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Allison Janney', 'Peter Gallagher', 'Mena Suvari', 'Wes Bentley', 'Chris Cooper', 'Scott Bakula', 'Sam Robards', 'Barry Del Sherman']",['DreamWorks SKG'],"['Drama', 'Comedia', 'Comedia dramática', 'Familia', 'Sátira', 'Película de culto']",7.9,170506.0,9
El club de la lucha ,1999,139 min.,Estados Unidos,['David Fincher'],"['Jim Uhls', 'Chuck Palahniuk']","['The Dust Brothers', 'Michael Simpson', 'John King']",['Jeff Cronenweth'],"['Edward Norton', 'Brad Pitt', 'Helena Bonham Carter', 'Meat Loaf', 'Jared Leto', 'Van Quattro', 'Markus Redmond', 'Michael Girardin', 'Rachel Singer', 'Eion Bailey', 'David Lee Smith', 'Zach Grenier', 'Richmond Arquette', 'David Andrews', 'George Maguire', 'Eugenie Bondurant', 'Christina Cabot', ""Sydney 'Big Dawg' Colston"", 'Tim De Zarn', 'Christie Cronenweth', 'Ezra Buzzington', 'Dierdre Downing-Jackson', 'Bob Stephenson', 'Charlie Dell', 'Rob Lanza', 'Holt McCallany', 'Joel Bissonnette']","['Fox 2000 Pictures', 'Regency Enterprises', 'Linson Films', 'Atman Entertainment', 'Knickerbocker Films', 'Taurus Film']","['Drama', 'Thriller', 'Sátira', 'Drama psicológico', 'Película de culto', 'Comedia negra']",8.1,186749.0,9
